day,TEMP,SO2,CO,O3,WSPM,PRES,NO2,season,PM2.5,station,year,DEWP,month,RAIN
28,20.4083333333333,2.0,616.666666666667,79.625,1.77083333333333,996.570833333333,22.875,Summer,56.9166666666667,Dingling,2016,18.5875,6,0.45
29,24.1333333333333,2.0,783.333333333333,92.75,1.325,995.379166666667,28.7916666666667,Summer,102.625,Dingling,2016,19.6375,6,0.0
30,27.3541666666667,2.04166666666667,500.0,88.375,1.65416666666667,994.4,12.0416666666667,Summer,41.4166666666667,Dingling,2016,17.4958333333333,6,0.0125
1,27.5125,2.0,200.0,88.3076923076923,1.80416666666667,994.8875,2.0,Summer,6.83333333333333,Dingling,2016,11.6458333333333,7,0.0
2,27.3041666666667,2.25,295.833333333333,289.5,1.875,995.716666666667,14.7083333333333,Summer,20.3333333333333,Dingling,2016,14.0875,7,0.0
13,29.3875,2.04545454545455,662.5,118.0,1.46666666666667,995.2375,9.66666666666667,Summer,10.4583333333333,Dingling,2016,18.9916666666667,7,0.0
14,27.1208333333333,2.83333333333333,658.333333333333,94.2916666666667,1.625,997.45,20.375,Summer,30.9583333333333,Dingling,2016,18.55,7,0.25
15,21.15,2.0,495.833333333333,77.2727272727273,1.34583333333333,995.666666666667,6.91666666666667,Summer,24.7083333333333,Dingling,2016,18.8958333333333,7,0.229166666666667
16,21.9875,2.0,525.0,44.8333333333333,1.02083333333333,994.7375,9.91666666666667,Summer,20.2916666666667,Dingling,2016,16.9458333333333,7,0.0125
17,25.775,2.54166666666667,858.333333333333,116.666666666667,1.38333333333333,997.85,18.375,Summer,62.4166666666667,Dingling,2016,18.3208333333333,7,0.0
18,25.6208333333333,2.125,1012.5,108.875,1.6,998.575,23.0,Summer,103.291666666667,Dingling,2016,20.4166666666667,7,0.0
19,23.4625,2.0,833.333333333333,69.7083333333333,1.05416666666667,998.770833333333,12.4583333333333,Summer,67.625,Dingling,2016,21.6708333333333,7,0.879166666666667
20,22.125,2.0,591.304347826087,63.5416666666667,1.69583333333333,993.916666666667,5.41666666666667,Summer,23.1666666666667,Dingling,2016,21.3333333333333,7,6.70833333333333
21,24.125,2.0,542.857142857143,42.2916666666667,1.1625,992.008333333333,9.04166666666667,Summer,13.875,Dingling,2016,22.4458333333333,7,0.341666666666667
22,27.3416666666667,2.0,885.0,79.95,1.33333333333333,992.041666666667,9.41176470588235,Summer,50.8,Dingling,2016,23.7291666666667,7,0.0041666666666666
23,28.65,2.0,916.666666666667,106.208333333333,1.675,992.341666666667,16.6666666666667,Summer,89.2916666666667,Dingling,2016,24.6208333333333,7,1.025
24,28.225,2.0,670.833333333333,94.9166666666667,1.55833333333333,995.366666666667,11.4583333333333,Summer,40.0833333333333,Dingling,2016,23.9083333333333,7,0.241666666666667
25,27.7458333333333,2.0,612.5,62.1666666666667,1.3875,993.5,12.1666666666667,Summer,32.9166666666667,Dingling,2016,24.2333333333333,7,0.216666666666667
26,28.2833333333333,2.20833333333333,462.5,74.5416666666667,1.40416666666667,994.895833333333,8.16666666666667,Summer,17.0833333333333,Dingling,2016,20.7083333333333,7,0.0
27,27.7666666666667,2.125,512.5,122.5,1.77916666666667,993.225,11.9583333333333,Summer,27.4583333333333,Dingling,2016,20.1875,7,0.416666666666667
28,27.1958333333333,2.68181818181818,446.666666666667,121.0,1.34166666666667,992.858333333333,5.31818181818182,Summer,32.1818181818182,Dingling,2016,20.5916666666667,7,0.0
1,28.4666666666667,2.0,933.333333333333,93.2173913043478,1.3375,1000.16666666667,6.34782608695652,Summer,50.4782608695652,Dingling,2016,23.2875,8,0.0
2,29.4458333333333,2.0,604.166666666667,86.25,1.40833333333333,1000.65,4.58333333333333,Summer,31.9583333333333,Dingling,2016,21.9375,8,0.0
3,29.8375,2.0,505.555555555556,79.5555555555556,1.4375,1000.72083333333,6.05882352941176,Summer,29.2631578947368,Dingling,2016,21.7416666666667,8,0.0
4,29.6583333333333,2.0,962.5,134.625,1.8,1000.75,12.0,Summer,76.0416666666667,Dingling,2016,23.5458333333333,8,0.0
5,29.525,2.0,825.0,100.041666666667,1.8,1000.5125,13.5416666666667,Summer,69.0,Dingling,2016,23.25,8,0.0
6,29.0708333333333,2.0,808.333333333333,112.375,1.80833333333333,997.041666666667,14.0833333333333,Summer,89.875,Dingling,2016,23.8791666666667,8,0.158333333333333
7,27.0375,2.0,458.333333333333,82.875,1.67083333333333,998.970833333333,4.70833333333333,Summer,13.8333333333333,Dingling,2016,22.0,8,0.15
8,27.9416666666667,2.0,475.0,77.0833333333333,1.48333333333333,1000.77083333333,4.66666666666667,Summer,22.0,Dingling,2016,19.8458333333333,8,0.0
9,27.725,3.54166666666667,979.166666666667,128.875,1.75416666666667,999.3375,6.91666666666667,Summer,41.1666666666667,Dingling,2016,19.5416666666667,8,0.0
10,29.65,2.17391304347826,921.739130434783,105.260869565217,1.775,997.633333333333,11.6521739130435,Summer,73.7619047619048,Dingling,2016,23.8583333333333,8,0.0
11,30.5666666666667,2.08333333333333,941.666666666667,96.1666666666667,1.37916666666667,997.345833333333,5.79166666666667,Summer,93.2083333333333,Dingling,2016,25.75,8,0.0
12,28.0625,2.0,825.0,42.625,1.3875,996.65,9.33333333333333,Summer,60.1666666666667,Dingling,2016,24.5041666666667,8,0.525
13,26.2291666666667,2.58333333333333,558.333333333333,39.4583333333333,1.46666666666667,997.070833333333,14.375,Summer,14.875,Dingling,2016,20.3625,8,0.0
14,28.7,3.20833333333333,483.333333333333,76.8333333333333,1.44583333333333,997.416666666667,8.16666666666667,Summer,11.875,Dingling,2016,16.9916666666667,8,0.0
15,24.8166666666667,2.0,441.666666666667,60.9166666666667,1.49583333333333,999.2125,10.75,Summer,14.75,Dingling,2016,18.4625,8,0.0291666666666667
16,25.8333333333333,2.0,483.333333333333,75.8333333333333,1.7625,996.55,9.125,Summer,19.2608695652174,Dingling,2016,19.0125,8,0.0
17,24.6083333333333,2.0,679.166666666667,44.2083333333333,1.05,995.404166666667,12.125,Summer,42.875,Dingling,2016,21.1791666666667,8,0.208333333333333
18,22.9041666666667,2.0,1375.0,58.5833333333333,0.995833333333333,993.175,8.45833333333333,Summer,51.1666666666667,Dingling,2016,22.2083333333333,8,0.883333333333333
19,27.9416666666667,2.0,625.0,71.0833333333333,1.725,996.733333333333,3.04166666666667,Summer,7.95833333333333,Dingling,2016,19.9625,8,0.0
20,26.7791666666667,2.0,675.0,86.9166666666667,1.37916666666667,999.9,6.91666666666667,Summer,37.8333333333333,Dingling,2016,21.1125,8,0.0
21,28.2833333333333,2.0,720.833333333333,125.083333333333,1.54166666666667,1000.3875,8.625,Summer,42.5833333333333,Dingling,2016,21.625,8,0.0
22,28.2291666666667,2.58333333333333,908.333333333333,97.2916666666667,1.7,1002.325,14.9166666666667,Summer,56.9583333333333,Dingling,2016,20.7375,8,0.0
23,25.9291666666667,2.20833333333333,775.0,76.2083333333333,1.57916666666667,998.125,13.4583333333333,Summer,64.9166666666667,Dingling,2016,21.1791666666667,8,0.0
24,27.4458333333333,2.20833333333333,779.166666666667,93.0,1.30833333333333,995.670833333333,14.4166666666667,Summer,65.2916666666667,Dingling,2016,21.6166666666667,8,0.0
25,27.025,2.0,225.0,75.9166666666667,3.02916666666667,1002.38333333333,2.75,Summer,8.04166666666667,Dingling,2016,11.5458333333333,8,0.0
26,23.8333333333333,2.29166666666667,254.166666666667,64.75,1.7,1007.58333333333,3.25,Summer,7.45833333333333,Dingling,2016,8.28333333333333,8,0.0
27,23.7541666666667,2.0,316.666666666667,58.875,1.725,1004.14583333333,6.0,Summer,9.66666666666667,Dingling,2016,10.4208333333333,8,0.0708333333333333
28,26.3,2.0,270.833333333333,67.5833333333333,2.4625,1003.1875,4.66666666666667,Summer,8.08333333333333,Dingling,2016,7.71666666666667,8,0.0
29,24.3875,2.0,258.333333333333,69.5,1.30416666666667,1003.02916666667,7.75,Summer,11.625,Dingling,2016,11.4708333333333,8,0.0
30,25.5,2.82608695652174,370.833333333333,89.5,1.54166666666667,997.154166666667,11.5652173913043,Summer,20.1666666666667,Dingling,2016,13.3,8,0.0
31,27.3541666666667,2.95833333333333,229.166666666667,61.2916666666667,2.5375,988.583333333333,6.375,Summer,9.875,Dingling,2016,5.20833333333333,8,0.0
1,24.475,2.0,179.166666666667,49.2916666666667,2.12083333333333,987.829166666667,3.625,Fall,5.31818181818182,Dingling,2016,5.80833333333333,9,0.0
2,23.7869045833333,2.04166666666667,237.5,44.75,1.51666666666667,993.729166666667,10.5454545454545,Fall,6.66666666666667,Dingling,2016,13.3375,9,0.0
3,24.8958333333333,2.25,329.166666666667,75.1666666666667,1.5,998.175,12.75,Fall,11.8333333333333,Dingling,2016,15.6666666666667,9,0.0
4,24.2583333333333,3.25,1079.16666666667,111.916666666667,1.4375,1000.8,20.2083333333333,Fall,90.0,Dingling,2016,18.5875,9,0.0083333333333333
5,24.1916666666667,3.41666666666667,429.166666666667,56.5833333333333,1.79583333333333,1001.4875,10.0416666666667,Fall,23.625,Dingling,2016,15.0166666666667,9,0.0
6,25.2,4.72222222222222,255.555555555556,51.4117647058824,1.8125,999.633333333333,11.7222222222222,Fall,10.6666666666667,Dingling,2016,12.65,9,0.0
7,23.3583333333333,3.76923076923077,407.692307692308,93.4615384615385,1.8625,997.229166666667,24.2307692307692,Fall,35.3076923076923,Dingling,2016,15.1666666666667,9,0.0166666666666667
8,23.7166666666667,2.94736842105263,375.0,58.55,2.02916666666667,997.641666666667,10.6,Fall,12.45,Dingling,2016,10.9625,9,0.0
9,24.4458333333333,4.31578947368421,400.0,53.3333333333333,1.7375,999.629166666667,8.41666666666667,Fall,12.125,Dingling,2016,10.375,9,0.0
10,24.8208333333333,5.66666666666667,379.166666666667,67.875,1.6625,1001.17083333333,11.4583333333333,Fall,10.375,Dingling,2016,10.8458333333333,9,0.0
11,21.6166666666667,2.16666666666667,616.666666666667,75.0,1.57916666666667,1004.95416666667,11.0416666666667,Fall,22.5,Dingling,2016,16.2083333333333,9,0.025
12,22.6458333333333,2.04166666666667,525.0,46.375,1.3875,1008.175,4.79166666666667,Fall,23.75,Dingling,2016,15.875,9,0.0
13,22.4708333333333,2.0,212.5,61.7083333333333,1.39583333333333,1008.825,15.25,Fall,82.8333333333333,Dingling,2016,17.6625,9,0.0
14,22.375,2.375,125.0,113.75,1.62083333333333,1007.51304347826,12.0833333333333,Fall,93.5,Dingling,2016,17.795652173913,9,0.252173913043478
15,24.159375,5.33333333333333,100.0,104.166666666667,1.39166666666667,1005.43958333333,3.41666666666667,Fall,32.0416666666667,Dingling,2016,15.9208333333333,9,0.0
16,23.9166666666667,3.20833333333333,866.666666666667,124.458333333333,1.4875,1003.71666666667,6.0,Fall,108.291666666667,Dingling,2016,18.7708333333333,9,0.325
17,20.5958333333333,2.125,633.333333333333,43.2083333333333,1.1,1008.98333333333,13.9583333333333,Fall,41.375,Dingling,2016,16.7708333333333,9,0.408333333333333
18,18.1083333333333,2.60869565217391,343.478260869565,30.9166666666667,1.4625,1011.43333333333,8.21739130434783,Fall,15.75,Dingling,2016,15.7958333333333,9,0.225
19,18.8791666666667,2.0,234.782608695652,49.3913043478261,1.58333333333333,1012.76666666667,6.21739130434783,Fall,5.69565217391304,Dingling,2016,9.3625,9,0.0
20,19.3708333333333,2.0,333.333333333333,29.8333333333333,1.47083333333333,1011.19166666667,11.3333333333333,Fall,10.3333333333333,Dingling,2016,9.40416666666667,9,0.0
21,17.4958333333333,3.4,790.909090909091,61.3636363636364,1.1625,1010.35208333333,37.0,Fall,74.4545454545455,Dingling,2016,12.7291666666667,9,0.0333333333333333
22,18.4385416666667,2.79166666666667,579.166666666667,57.9166666666667,1.125,1006.51041666667,17.1304347826087,Fall,79.4166666666667,Dingling,2016,14.1666666666667,9,0.0583333333333333
23,20.9854166666667,2.0,585.714285714286,102.285714285714,1.3375,1002.91666666667,17.6190476190476,Fall,95.1428571428571,Dingling,2016,16.4041666666667,9,0.104166666666667
24,21.8564583333333,5.5,691.304347826087,124.416666666667,1.3875,1001.26458333333,10.0,Fall,71.9166666666667,Dingling,2016,17.2,9,0.0958333333333333
25,21.6934210526316,4.0,1145.83333333333,80.75,1.06842105263158,1004.96052631579,13.125,Fall,124.083333333333,Dingling,2016,17.9842105263158,9,0.0
26,19.6196860869565,2.25,641.666666666667,68.4583333333333,1.22083333333333,1005.16086956522,13.1363636363636,Fall,49.9166666666667,Dingling,2016,17.5608695652174,9,0.669565217391304
27,17.578125,2.625,183.333333333333,63.875,3.26666666666667,1012.525,4.58333333333333,Fall,17.9130434782609,Dingling,2016,5.14166666666667,9,0.0
28,14.8489583333333,2.08333333333333,100.0,57.7083333333333,1.42083333333333,1016.91666666667,2.125,Fall,8.66666666666667,Dingling,2016,1.30416666666667,9,0.0
29,14.4541666666667,2.18181818181818,236.363636363636,65.4090909090909,1.34583333333333,1010.51458333333,19.7619047619048,Fall,32.7619047619048,Dingling,2016,5.75416666666667,9,0.0
30,16.9833333333333,2.0,575.0,99.25,1.30833333333333,1006.35,24.4583333333333,Fall,81.7916666666667,Dingling,2016,9.02083333333333,9,0.0
1,18.8,2.33333333333333,1154.16666666667,113.25,1.25416666666667,1005.71666666667,35.125,Fall,151.708333333333,Dingling,2016,11.8625,10,0.0
2,18.9166666666667,2.0,1116.66666666667,100.458333333333,1.20416666666667,1003.86666666667,23.7083333333333,Fall,163.208333333333,Dingling,2016,12.7125,10,0.0
3,21.9166666666667,2.0,866.666666666667,76.2916666666667,1.3125,1001.97083333333,24.1666666666667,Fall,118.416666666667,Dingling,2016,15.3125,10,0.0
4,16.3916666666667,2.79166666666667,1008.33333333333,33.7916666666667,1.84166666666667,1006.44583333333,19.5416666666667,Fall,32.25,Dingling,2016,12.5208333333333,10,0.191666666666667
5,15.8166666666667,2.0,804.166666666667,37.6666666666667,1.38333333333333,1009.33333333333,19.4583333333333,Fall,41.75,Dingling,2016,12.5583333333333,10,0.0
6,14.75,2.04166666666667,1470.83333333333,7.875,1.58333333333333,1015.89583333333,28.875,Fall,73.8333333333333,Dingling,2016,12.7416666666667,10,0.745833333333333
7,12.3583333333333,2.0,1343.47826086957,16.5652173913043,1.59583333333333,1010.35416666667,26.4782608695652,Fall,27.8695652173913,Dingling,2016,11.6458333333333,10,1.1875
8,11.7916666666667,2.125,204.166666666667,55.5,2.56666666666667,1013.14166666667,5.5,Fall,17.2666666666667,Dingling,2016,-0.791666666666667,10,0.0
10,11.3416666666667,2.79166666666667,675.0,32.125,1.21666666666667,1009.14583333333,39.4583333333333,Fall,196.333333333333,Dingling,2016,5.49166666666667,10,0.0
13,14.7708333333333,3.65217391304348,991.666666666667,55.8333333333333,0.995833333333333,1010.57916666667,25.2173913043478,Fall,137.333333333333,Dingling,2016,10.8791666666667,10,0.0
14,15.8583333333333,5.54166666666667,1408.33333333333,58.7916666666667,1.19583333333333,1011.675,33.9166666666667,Fall,227.25,Dingling,2016,12.9375,10,0.0
15,14.4333333333333,2.65217391304348,1343.47826086957,9.17391304347826,0.85,1013.33333333333,46.9130434782609,Fall,208.04347826087,Dingling,2016,12.725,10,0.0125
16,15.2041666666667,2.95833333333333,975.0,22.25,1.25833333333333,1009.44166666667,54.0,Fall,139.291666666667,Dingling,2016,12.9083333333333,10,0.0
17,15.8541666666667,2.5,362.5,42.0416666666667,1.7625,1011.48333333333,20.1666666666667,Fall,25.2083333333333,Dingling,2016,5.35416666666667,10,0.0
18,14.9125,3.58333333333333,1475.0,16.7272727272727,1.4625,1010.95416666667,43.8181818181818,Fall,111.583333333333,Dingling,2016,11.6208333333333,10,0.0
19,17.4,6.375,1858.33333333333,36.2083333333333,1.11666666666667,1007.525,37.625,Fall,193.739130434783,Dingling,2016,14.0166666666667,10,0.0
20,13.9625,4.79166666666667,1175.0,21.9166666666667,1.675,1012.94166666667,9.16666666666667,Fall,103.541666666667,Dingling,2016,9.55833333333333,10,0.466666666666667
21,10.0875,2.0,575.0,31.25,1.0375,1010.52083333333,5.83333333333333,Fall,37.8333333333333,Dingling,2016,8.93333333333333,10,0.329166666666667
22,12.3739583333333,2.0,429.166666666667,23.3333333333333,1.45416666666667,1013.72083333333,4.54166666666667,Fall,11.5416666666667,Dingling,2016,6.26666666666667,10,0.0
23,9.93645845833333,2.0,400.0,13.1666666666667,1.06666666666667,1014.09166666667,9.83333333333333,Fall,18.4583333333333,Dingling,2016,3.82916666666667,10,0.0
24,8.77882429166667,2.04166666666667,675.0,9.95833333333333,1.125,1008.54375,22.4583333333333,Fall,46.5,Dingling,2016,4.89166666666667,10,0.0083333333333333
25,10.6465972083333,2.45833333333333,1045.83333333333,8.5,1.18333333333333,1005.33541666667,44.7727272727273,Fall,70.7826086956522,Dingling,2016,7.17916666666667,10,0.0
26,12.0602777916667,2.08333333333333,495.652173913043,32.3333333333333,1.7125,1014.2625,22.0,Fall,28.3333333333333,Dingling,2016,2.7625,10,0.0
27,8.79743054166667,2.58333333333333,670.833333333333,12.5833333333333,1.5125,1017.90208333333,25.2083333333333,Fall,27.0833333333333,Dingling,2016,4.0625,10,0.475
28,8.57979166666667,2.0,308.695652173913,44.6521739130435,2.3875,1020.74166666667,5.52173913043478,Fall,10.2083333333333,Dingling,2016,-3.6375,10,0.0
29,6.17916666666667,4.58333333333333,383.333333333333,31.75,1.34583333333333,1021.45,18.5,Fall,19.125,Dingling,2016,-4.74583333333333,10,0.0
30,5.75416666666667,3.58333333333333,408.333333333333,34.5416666666667,2.62916666666667,1017.775,19.9166666666667,Fall,26.375,Dingling,2016,-4.06666666666667,10,0.0
31,1.91666666666667,2.33333333333333,233.333333333333,53.75,3.2375,1028.29166666667,4.375,Fall,8.91304347826087,Dingling,2016,-17.6541666666667,10,0.0
1,1.65833333333333,5.0,525.0,22.9166666666667,1.28333333333333,1024.67083333333,34.75,Fall,33.9583333333333,Dingling,2016,-9.76666666666667,11,0.0
2,5.375,4.08333333333333,579.166666666667,31.8333333333333,1.74583333333333,1016.625,32.2916666666667,Fall,50.1666666666667,Dingling,2016,-5.82916666666667,11,0.0
3,5.85,5.5,1166.66666666667,19.3333333333333,1.13333333333333,1009.12916666667,68.2916666666667,Fall,112.416666666667,Dingling,2016,-1.15833333333333,11,0.0
4,6.64583333333333,3.58333333333333,2458.33333333333,10.2083333333333,1.1625,1000.34583333333,114.416666666667,Fall,229.125,Dingling,2016,2.99583333333333,11,0.0
5,8.38333333333333,3.95833333333333,2866.66666666667,23.4166666666667,1.45833333333333,1005.39583333333,74.3333333333333,Fall,147.75,Dingling,2016,4.69583333333333,11,0.0
6,7.99166666666667,6.41666666666667,1008.33333333333,36.4583333333333,2.05,1017.62083333333,40.5833333333333,Fall,71.25,Dingling,2016,-2.10416666666667,11,0.0
7,7.8625,3.65217391304348,500.0,41.125,2.17083333333333,1020.825,18.625,Fall,24.0833333333333,Dingling,2016,-3.5,11,0.0125
8,5.97916666666667,8.45833333333333,695.833333333333,32.8333333333333,1.6,1024.59583333333,23.0833333333333,Fall,25.875,Dingling,2016,-6.27916666666667,11,0.0
9,3.04166666666667,4.72727272727273,1575.0,6.68181818181818,1.31666666666667,1020.10416666667,55.8695652173913,Fall,103.454545454545,Dingling,2016,-1.70416666666667,11,0.0
10,6.80416666666667,2.04347826086957,1800.0,22.4782608695652,1.85416666666667,1005.84166666667,57.0869565217391,Fall,151.434782608696,Dingling,2016,-1.89166666666667,11,0.0
11,5.29166666666667,7.66666666666667,533.333333333333,26.125,1.23333333333333,1005.47083333333,20.4347826086957,Fall,39.375,Dingling,2016,-5.45416666666667,11,0.0
12,6.82083333333333,9.83333333333333,1126.08695652174,19.5416666666667,1.50833333333333,1010.55416666667,51.4166666666667,Fall,66.0833333333333,Dingling,2016,-0.770833333333333,11,0.0
13,7.62916666666667,7.375,1500.0,6.5,1.3625,1008.4875,53.0,Fall,81.4166666666667,Dingling,2016,4.2625,11,0.0
14,7.79583333333333,4.45454545454545,595.833333333333,48.75,2.42916666666667,1013.19583333333,16.8695652173913,Fall,31.375,Dingling,2016,-10.4791666666667,11,0.0
15,3.99166666666667,9.83333333333333,1013.04347826087,21.3333333333333,1.41666666666667,1016.7375,40.2727272727273,Fall,33.9166666666667,Dingling,2016,-10.0416666666667,11,0.0
16,5.49166666666667,19.2083333333333,1866.66666666667,7.125,1.22083333333333,1011.97083333333,69.125,Fall,87.25,Dingling,2016,-3.72083333333333,11,0.0
17,5.84583333333333,24.0,2804.54545454545,5.91304347826087,1.21666666666667,1014.1625,65.4166666666667,Fall,118.125,Dingling,2016,-0.241666666666667,11,0.0
18,6.35,21.2083333333333,3658.33333333333,2.08333333333333,1.0375,1006.05416666667,82.8333333333333,Fall,186.5,Dingling,2016,1.775,11,0.0
19,10.0666666666667,10.5,1079.16666666667,39.0833333333333,2.30416666666667,1008.92916666667,28.25,Fall,75.25,Dingling,2016,-2.10833333333333,11,0.0
20,3.32916666666667,4.5,1387.5,8.91666666666667,2.15,1016.05833333333,36.0833333333333,Fall,56.7083333333333,Dingling,2016,2.3625,11,0.329166666666667
21,-1.425,2.33333333333333,254.166666666667,65.625,3.7625,1022.84583333333,3.08333333333333,Fall,6.33333333333333,Dingling,2016,-10.2458333333333,11,0.0416666666666667
22,-4.49583333333333,2.70833333333333,304.166666666667,61.1666666666667,3.51666666666667,1030.23333333333,3.25,Fall,6.91666666666667,Dingling,2016,-18.9041666666667,11,0.0
23,-1.98333333333333,5.25,366.666666666667,54.5833333333333,2.72083333333333,1026.025,7.83333333333333,Fall,8.91666666666667,Dingling,2016,-17.35,11,0.0
24,-0.783333333333333,12.25,1050.0,25.8333333333333,1.50416666666667,1019.97916666667,40.125,Fall,44.625,Dingling,2016,-13.475,11,0.0
25,-0.991666666666667,20.1666666666667,2133.33333333333,5.375,1.15,1015.98333333333,71.375,Fall,112.458333333333,Dingling,2016,-9.39583333333333,11,0.0
26,1.94583333333333,15.0416666666667,2187.5,16.5,1.7375,1011.37083333333,73.7083333333333,Fall,147.458333333333,Dingling,2016,-7.66666666666667,11,0.0
27,2.99583333333333,3.66666666666667,437.5,56.625,2.65833333333333,1018.44583333333,13.8333333333333,Fall,26.8333333333333,Dingling,2016,-13.375,11,0.0
28,1.0375,14.5,1104.16666666667,18.0416666666667,1.24583333333333,1023.0625,45.125,Fall,46.6666666666667,Dingling,2016,-10.95,11,0.0
29,0.675,21.9583333333333,2050.0,6.29166666666667,1.30833333333333,1024.45,63.9583333333333,Fall,89.125,Dingling,2016,-5.57916666666667,11,0.0
30,4.34166666666667,6.5,1279.16666666667,38.875,2.04166666666667,1015.48333333333,33.25,Fall,64.3333333333333,Dingling,2016,-5.17083333333333,11,0.0
1,4.16666666666667,5.04166666666667,520.833333333333,49.6666666666667,2.51666666666667,1022.6125,13.75,Winter,16.125,Dingling,2016,-11.1875,12,0.0
2,1.93333333333333,17.125,1595.83333333333,10.8333333333333,0.979166666666667,1020.14166666667,60.0,Winter,65.9583333333333,Dingling,2016,-8.27083333333333,12,0.0
3,2.10833333333333,17.4583333333333,2191.66666666667,7.04166666666667,1.12916666666667,1012.07083333333,81.2083333333333,Winter,120.041666666667,Dingling,2016,-5.97083333333333,12,0.0
4,3.6,12.4583333333333,1595.83333333333,22.6666666666667,1.125,1007.97083333333,52.7916666666667,Winter,92.8333333333333,Dingling,2016,-6.09166666666667,12,0.0
5,2.2875,5.41666666666667,712.5,49.75,2.95,1018.55833333333,15.1666666666667,Winter,46.4166666666667,Dingling,2016,-12.7791666666667,12,0.0
6,-0.779166666666667,10.2083333333333,1058.33333333333,15.7083333333333,1.225,1013.91666666667,46.0833333333333,Winter,42.4782608695652,Dingling,2016,-13.7625,12,0.0
7,3.57916666666667,8.58333333333333,1154.16666666667,32.3333333333333,2.10833333333333,1013.82916666667,43.75,Winter,58.4166666666667,Dingling,2016,-7.94166666666667,12,0.0
8,2.91666666666667,5.29166666666667,1266.66666666667,45.5,2.84166666666667,1009.45,33.4583333333333,Winter,69.75,Dingling,2016,-10.5041666666667,12,0.0
9,0.491666666666667,8.41666666666667,504.166666666667,44.875,1.65416666666667,1019.14583333333,18.6666666666667,Winter,15.7083333333333,Dingling,2016,-12.7708333333333,12,0.0
10,-1.2625,19.625,1433.33333333333,12.2083333333333,1.21666666666667,1020.02083333333,54.5833333333333,Winter,54.75,Dingling,2016,-11.5083333333333,12,0.0
11,-1.95416666666667,19.9583333333333,2250.0,4.79166666666667,1.2,1016.13333333333,80.75,Winter,120.75,Dingling,2016,-8.95833333333333,12,0.0
12,1.86666666666667,25.3333333333333,2743.47826086957,5.91666666666667,1.05833333333333,1015.36666666667,100.608695652174,Winter,228.875,Dingling,2016,-4.63333333333333,12,0.0
13,1.375,11.5833333333333,975.0,37.25,1.39583333333333,1021.9625,32.75,Winter,40.9583333333333,Dingling,2016,-11.1083333333333,12,0.0
14,-0.945833333333333,8.29166666666667,579.166666666667,47.6666666666667,2.1,1023.92083333333,21.5416666666667,Winter,18.2083333333333,Dingling,2016,-17.4833333333333,12,0.0
15,0.341666666666667,5.43478260869565,373.913043478261,56.304347826087,3.62916666666667,1023.52083333333,9.65217391304348,Winter,14.1304347826087,Dingling,2016,-14.8708333333333,12,0.0
16,-1.01666666666667,16.7916666666667,1329.16666666667,13.5,1.1,1017.40416666667,58.0416666666667,Winter,48.0,Dingling,2016,-12.4333333333333,12,0.0
17,-0.445833333333333,22.5833333333333,2245.83333333333,6.375,1.04583333333333,1013.40416666667,87.0833333333333,Winter,110.916666666667,Dingling,2016,-9.62916666666667,12,0.0
18,-0.154166666666667,24.375,2600.0,9.20833333333333,1.15,1014.89583333333,88.0833333333333,Winter,185.125,Dingling,2016,-7.2,12,0.0
19,0.6125,25.0833333333333,2795.83333333333,10.25,1.2875,1015.71666666667,83.9166666666667,Winter,168.166666666667,Dingling,2016,-6.65416666666667,12,0.0
20,-0.670833333333333,19.9583333333333,5391.66666666667,5.375,0.970833333333333,1019.47916666667,118.541666666667,Winter,275.625,Dingling,2016,-4.80833333333333,12,0.0
21,0.925,15.5,7695.83333333333,5.625,0.9625,1016.85416666667,150.041666666667,Winter,400.375,Dingling,2016,-3.01666666666667,12,0.0
22,2.41666666666667,4.16666666666667,283.333333333333,65.8333333333333,3.7125,1015.1,4.75,Winter,14.8333333333333,Dingling,2016,-11.8708333333333,12,0.0
23,-1.02916666666667,8.54166666666667,700.0,42.1666666666667,1.48333333333333,1020.85416666667,25.5,Winter,26.7083333333333,Dingling,2016,-12.9875,12,0.0
24,-2.75833333333333,15.0416666666667,1891.66666666667,6.25,1.10416666666667,1021.27083333333,73.3333333333333,Winter,108.166666666667,Dingling,2016,-9.8875,12,0.0
25,-2.04583333333333,17.6666666666667,2579.16666666667,5.83333333333333,0.995833333333333,1019.7875,84.0416666666667,Winter,152.708333333333,Dingling,2016,-7.9375,12,0.0
26,1.57916666666667,12.1111111111111,811.764705882353,44.6111111111111,2.25,1022.2,25.1111111111111,Winter,41.1111111111111,Dingling,2016,-12.5791666666667,12,0.0
27,-1.70416666666667,10.5833333333333,608.695652173913,63.4166666666667,2.39166666666667,1025.02916666667,16.2916666666667,Winter,28.9583333333333,Dingling,2016,-15.3,12,0.0
28,-3.07916666666667,7.66666666666667,666.666666666667,46.0416666666667,3.0625,1023.7625,20.625,Winter,37.375,Dingling,2016,-16.4,12,0.0
29,-2.1,8.47826086956522,752.173913043478,38.2608695652174,2.56666666666667,1025.63333333333,27.4583333333333,Winter,32.625,Dingling,2016,-18.1625,12,0.0
30,-4.175,24.875,2225.0,7.21739130434783,1.1375,1020.17916666667,76.125,Winter,105.5,Dingling,2016,-14.2375,12,0.0
31,-2.98333333333333,27.0833333333333,3320.83333333333,4.83333333333333,1.21666666666667,1017.7,115.708333333333,Winter,202.666666666667,Dingling,2016,-11.1083333333333,12,0.0
